,0
ADGB,1.0
ADO,1.0
AMDHD1,1.0
ANKRD30B,1.0
ANKRD36,1.0
ANKRD36C,1.0
ARL6,1.0
C2ORF81,1.0
CEBPA,1.0
DTD2,1.0
E2F4,1.0
ETV3,1.0
FRG1,1.0
GOLGA6L2,1.0
HRAS,1.0
IL32,1.0
KLRK1,1.0
LOXHD1,1.0
MAFA,1.0
MUC12,1.0
NARS2,1.0
NBPF10,1.0
NBPF9,1.0
NPIPA5,1.0
NPIPB15,1.0
NPIPB5,1.0
NPIPB6,1.0
NPM1,1.0
OR4C5,1.0
OR6C76,1.0
OTOGL,1.0
PAX5,1.0
POTEC,1.0
PRAMEF11,1.0
RGPD3,1.0
RGPD4,1.0
RIT1,1.0
SOWAHA,1.0
TCEB3C,1.0
TMEM247,1.0
TOR3A,1.0
TRIM15,1.0
VCX3B,1.0
WDFY4,1.0
ZNF24,1.0
ZNF814,1.0
ZNF845,1.0
C11ORF44.n,1.0
C14ORF144.n,1.0
C16ORF47.p,1.0
C16ORF47.n,1.0
C20ORF187.p,1.0
C4ORF50.n,1.0
C8ORF49.p,1.0
C8ORF49.n,1.0
C9ORF147.p,1.0
C9ORF147.n,1.0
DKFZP434E1119.p,1.0
DUX4.n,1.0
FAM215B.n,1.0
FAM72C.p,1.0
FAM90A26.n-USP17L15.n-USP17L23.n,1.0
FKBP1C.n,1.0
FKSG49.p,1.0
FKSG49.n,1.0
GJE1.n,1.0
GTSCR1.n,1.0
IFNL4.p,1.0
IGHA1.n-IGHA2.n-IGHD.n-IGHE.n-IGHG1.n-IGHG2.n-IGHG3.n-IGHG4.n-IGHJ1.n-IGHJ2.n-IGHJ3.n-IGHJ4.n-IGHJ5.n-IGHJ6.n-IGHM.n,1.0
IGLC1.n-IGLC2.n-IGLC3.n-IGLC7.n-IGLJ1.n-IGLJ2.n-IGLJ3.n-IGLJ4.n-IGLJ5.n-IGLJ6.n-IGLJ7.n,1.0
INAFM2.n,1.0
LMO7DN.p,1.0
LMO7DN.n,1.0
LRRC53.n,1.0
MUC5AC.n,1.0
MUC8.p,1.0
MUC8.n,1.0
MYRFL.p,1.0
NAMPTP1.p,1.0
NAMPTP1.n,1.0
NPIPB15.p,1.0
NPIPB15.n,1.0
NUTM2B.n-NUTM2E.n,1.0
OR51H1.n,1.0
OR51J1.n,1.0
PCAT2.p,1.0
PRR31.p,1.0
PRR31.n,1.0
RBFADN.n,1.0
RNF212B.n,1.0
RNU105B.p,1.0
TDRD15.p,1.0
TMEM210.p,1.0
TMEM78.p,1.0
TRBC2.p-TRBV19.p-TRBV2.p-TRBV27.p-TRBV28.p-TRBV9.p,1.0
TRGC1.p-TRGC2.p-TRGJ1.p-TRGJ2.p-TRGJP.p-TRGJP1.p-TRGJP2.p-TRGV1.p-TRGV10.p-TRGV11.p-TRGV2.p-TRGV3.p-TRGV4.p-TRGV5.p-TRGV8.p-TRGV9.p,1.0
TTLL8.p,1.0
TTLL8.n,1.0
ZDHHC11B.p,1.0
ZNF891.p,1.0
ZNF891.n,1.0
ZRSR1.p,1.0
ZRSR1.n,1.0
