,0
ABCA9,1.0
ABCB1,1.0
ABCC8,1.0
ABTB1,1.0
ACOT12,1.0
ACVR1B,1.0
ADAM2,1.0
ADCK5,1.0
ADGB,1.0
ADGRE1,1.0
ADGRL3,1.0
ADO,1.0
AFF2,1.0
AKNAD1,1.0
ALB,1.0
AMBN,1.0
ANAPC1,1.0
ANKRD36,1.0
ANKRD36C,1.0
ANKRD55,1.0
ANO4,1.0
ANXA13,1.0
AP3S1,1.0
APBB1,1.0
ARHGEF2,1.0
ARL6,1.0
ARMC4,1.0
ASAP1,1.0
ASPSCR1,1.0
ASZ1,1.0
ATAD2,1.0
ATP13A5,1.0
ATP2B3,1.0
ATP2C2,1.0
ATRX,1.0
AXL,1.0
B4GALNT2,1.0
BCL11A,1.0
BCL11B,1.0
BCL6,1.0
BMPER,1.0
BMX,1.0
BRD7,1.0
BRINP1,1.0
C1ORF106,1.0
C1QB,1.0
C4BPA,1.0
C5,1.0
CACNA1B,1.0
CACNA1F,1.0
CAMSAP3,1.0
CASP8,1.0
CBFB,1.0
CCDC102A,1.0
CCND1,1.0
CCNL1,1.0
CD1B,1.0
CD1D,1.0
CD209,1.0
CDH1,1.0
CDH7,1.0
CDKN1A,1.0
CEACAM7,1.0
CELA3A,1.0
CHAT,1.0
CHEK2,1.0
CHST5,1.0
CLCA4,1.0
CLCNKB,1.0
CLDN8,1.0
COL3A1,1.0
COL5A3,1.0
COLEC12,1.0
CPT1A,1.0
CR1,1.0
CRYBA2,1.0
CTAG2,1.0
CTCF,1.0
CYLC1,1.0
CYSLTR2,1.0
DCAF12L2,1.0
DCAF8L1,1.0
DDC,1.0
DHX30,1.0
DHX37,1.0
DKC1,1.0
DLC1,1.0
DLL4,1.0
DNAH12,1.0
DNASE2,1.0
DNER,1.0
DOK2,1.0
DPH2,1.0
DPP10,1.0
DSG2,1.0
DTNA,1.0
DYNC1I1,1.0
DYSF,1.0
E2F4,1.0
EDAR,1.0
EDIL3,1.0
EDNRB,1.0
EFCAB3,1.0
EGFR,1.0
EIF3A,1.0
ELF4,1.0
ELL,1.0
ENC1,1.0
ENO1,1.0
ENPP2,1.0
EPHA5,1.0
ERCC2,1.0
ERG,1.0
ETV1,1.0
ETV3,1.0
ETV4,1.0
EVC2,1.0
EWSR1,1.0
FAAH2,1.0
FAM109A,1.0
FAM129B,1.0
FAM162B,1.0
FAM171B,1.0
FAM47C,1.0
FAM83B,1.0
FAM90A1,1.0
FBN1,1.0
FCRL4,1.0
FFAR2,1.0
FGB,1.0
FGFR2,1.0
FLG2,1.0
FLI1,1.0
FLT3,1.0
FMR1NB,1.0
FOXP1,1.0
FPGS,1.0
FRAS1,1.0
FSHR,1.0
FSTL5,1.0
FZD9,1.0
GABRA2,1.0
GABRA6,1.0
GALNS,1.0
GALNT18,1.0
GARS,1.0
GATA3,1.0
GBP4,1.0
GDPD2,1.0
GLI2,1.0
GNAQ,1.0
GOLGA6L2,1.0
GPC5,1.0
GPR101,1.0
GPR158,1.0
GPRIN1,1.0
GRN,1.0
HEPACAM2,1.0
HGF,1.0
HHAT,1.0
HRAS,1.0
HSD17B11,1.0
HSPA1L,1.0
IARS,1.0
IDH1,1.0
IFI16,1.0
IFNW1,1.0
IGSF1,1.0
IKZF1,1.0
IL1RAPL2,1.0
IMPG2,1.0
INHBA,1.0
IRS4,1.0
ITGA5,1.0
KANK3,1.0
KBTBD13,1.0
KCNA3,1.0
KCNA5,1.0
KCNB2,1.0
KCNV2,1.0
KHDRBS2,1.0
KIF16B,1.0
KIF26B,1.0
KIT,1.0
KLHL23,1.0
KPNA5,1.0
KRT20,1.0
KRTAP5.1,1.0
KRTAP5.5,1.0
L1CAM,1.0
LAMA1,1.0
LATS1,1.0
LGR5,1.0
LHCGR,1.0
LILRB2,1.0
LILRB5,1.0
LOXHD1,1.0
LRIF1,1.0
LRRC43,1.0
LRRC66,1.0
LRRIQ3,1.0
LTBP2,1.0
LZTS1,1.0
MAGEB3,1.0
MAGEC1,1.0
MAGI3,1.0
MAMLD1,1.0
MAP2,1.0
MAP2K7,1.0
MAPK1,1.0
MAPK14,1.0
MAPK4,1.0
MARK4,1.0
MAST1,1.0
MECOM,1.0
MED23,1.0
MEN1,1.0
MICAL1,1.0
MLLT3,1.0
MMP2,1.0
MMP3,1.0
MOV10L1,1.0
MPDZ,1.0
