,0
AARS,1.0
AASDH,1.0
ABCA9,1.0
ABCC1,1.0
ABCC4,1.0
ABCC8,1.0
ABHD10,1.0
ABL1,1.0
ABTB1,1.0
ACOT12,1.0
ACP6,1.0
ACSM2B,1.0
ACTB,1.0
ACVR1B,1.0
ADAM11,1.0
ADAM18,1.0
ADAM29,1.0
ADAMTS19,1.0
ADAMTS8,1.0
ADCK5,1.0
ADCY8,1.0
ADGB,1.0
ADGRB1,1.0
ADGRB3,1.0
ADGRE1,1.0
ADO,1.0
ADPRHL2,1.0
AEBP1,1.0
AFF4,1.0
AGAP7P,1.0
AGT,1.0
AHCTF1,1.0
AKR1C2,1.0
ALK,1.0
ALPK2,1.0
ALPPL2,1.0
AMBN,1.0
AMD1,1.0
AMDHD1,1.0
ANAPC1,1.0
ANKRD12,1.0
ANKRD36,1.0
ANKRD36C,1.0
ANKRD55,1.0
ANO4,1.0
ANP32E,1.0
ANXA13,1.0
AP3S1,1.0
AP5Z1,1.0
APAF1,1.0
APBB1,1.0
AR,1.0
ARHGAP5,1.0
ARL6,1.0
ARMC4,1.0
ASH1L,1.0
ASPSCR1,1.0
ASTN2,1.0
ASXL1,1.0
ATM,1.0
ATP13A5,1.0
ATP2A1,1.0
ATP2C2,1.0
ATP8B2,1.0
ATP8B3,1.0
AXDND1,1.0
AXIN1,1.0
B3GNT6,1.0
B4GALNT2,1.0
BAP1,1.0
BCAN,1.0
BCL11A,1.0
BCL11B,1.0
BCR,1.0
BDP1,1.0
BHMT,1.0
BIRC6,1.0
BMPER,1.0
BMX,1.0
BPTF,1.0
BRCA1,1.0
BRD7,1.0
C10ORF12,1.0
C10ORF90,1.0
C11ORF53,1.0
C17ORF97,1.0
C1ORF106,1.0
C1QB,1.0
C2ORF16,1.0
C2ORF81,1.0
C5,1.0
C6ORF10,1.0
CABLES1,1.0
CACHD1,1.0
CACNA1C,1.0
CACNA1G,1.0
CACNA2D1,1.0
CADPS,1.0
CAMSAP3,1.0
CASP5,1.0
CASP8,1.0
CASZ1,1.0
CBFB,1.0
CCDC102A,1.0
CCDC129,1.0
CCDC178,1.0
CCKBR,1.0
CCND1,1.0
CCNL1,1.0
CD1D,1.0
CDC27,1.0
CDH7,1.0
CDHR2,1.0
CDHR5,1.0
CDKN1A,1.0
CDR1,1.0
CEACAM7,1.0
CEBPA,1.0
CELA3A,1.0
CEP131,1.0
CEP152,1.0
CEP192,1.0
CHAT,1.0
CHD3,1.0
CHL1,1.0
CHRNA4,1.0
CHST5,1.0
CLCA4,1.0
CLCN2,1.0
CLCNKA,1.0
CLDN8,1.0
CLTCL1,1.0
CNTLN,1.0
CNTN5,1.0
CNTN6,1.0
CNTNAP4,1.0
CNTNAP5,1.0
COL3A1,1.0
COL4A2,1.0
COL5A3,1.0
COL6A6,1.0
CORO1B,1.0
CPT1A,1.0
CRB1,1.0
CRYBA2,1.0
CSF2RB,1.0
CSMD1,1.0
CSPG4,1.0
CTAG2,1.0
CTNNA1,1.0
CTNND2,1.0
CUX1,1.0
CYP11A1,1.0
CYP11B1,1.0
CYP2A6,1.0
CYSLTR2,1.0
DBR1,1.0
DCAF13,1.0
DDX10,1.0
DENND4B,1.0
DEPDC5,1.0
DIAPH3,1.0
DICER1,1.0
DKC1,1.0
DLGAP2,1.0
DLL4,1.0
DNAH12,1.0
DNASE2,1.0
DNER,1.0
DNMT1,1.0
DOCK1,1.0
DOCK3,1.0
DOCK7,1.0
DOK2,1.0
DPH2,1.0
DPYD,1.0
DTD2,1.0
DTNA,1.0
E2F4,1.0
E2F8,1.0
ECI2,1.0
ECT2L,1.0
EDIL3,1.0
EDNRB,1.0
EFCAB6,1.0
EID3,1.0
ELF4,1.0
ELL,1.0
ENC1,1.0
ENO1,1.0
EOMES,1.0
EP300,1.0
EPHA2,1.0
EPHA6,1.0
EPHB1,1.0
ERBB3,1.0
ERCC2,1.0
ESPN,1.0
ETV1,1.0
ETV4,1.0
F13B,1.0
FAM109A,1.0
FAM160B2,1.0
FAM162B,1.0
FAM171A1,1.0
FAM171B,1.0
FAM47C,1.0
FAM65B,1.0
FASN,1.0
FCN1,1.0
FCRL4,1.0
FFAR2,1.0
FGFR3,1.0
FLI1,1.0
FLT3,1.0
FMO4,1.0
FOXA1,1.0
FOXP1,1.0
FRG1,1.0
FRYL,1.0
GABRA2,1.0
GAD1,1.0
GALNS,1.0
GAS6,1.0
GATA3,1.0
GBF1,1.0
GBP4,1.0
GIMAP8,1.0
GLI2,1.0
GLTSCR1L,1.0
GLYATL2,1.0
GNA11,1.0
GNAQ,1.0
GOLGA6L2,1.0
GPR101,1.0
GPR158,1.0
GPR179,1.0
GPR37,1.0
GPR87,1.0
GPRIN2,1.0
GRID1,1.0
GRM1,1.0
GRN,1.0
GTPBP4,1.0
GTSE1,1.0
HAS2,1.0
HDAC9,1.0
HHAT,1.0
HHIPL1,1.0
HIVEP2,1.0
HNF1A,1.0
HNRNPA2B1,1.0
HNRNPK,1.0
HNRNPM,1.0
HRAS,1.0
HRC,1.0
HSD17B11,1.0
HTT,1.0
HYDIN,1.0
IARS,1.0
IDUA,1.0
IFNW1,1.0
IGSF3,1.0
IKZF1,1.0
IL32,1.0
IMPG2,1.0
INHBA,1.0
IQGAP3,1.0
IRF2,1.0
IRF5,1.0
ITGB4,1.0
ITPKB,1.0
JMY,1.0
KAT6A,1.0
KBTBD13,1.0
KCNA3,1.0
KCNA5,1.0
KCNJ3,1.0
KCNK5,1.0
KCNMA1,1.0
KDM5A,1.0
KEAP1,1.0
KIAA1211,1.0
KIF3C,1.0
KLHL1,1.0
KLHL23,1.0
KLHL4,1.0
KLRK1,1.0
KRT38,1.0
KRTAP1.3,1.0
KRTAP5.1,1.0
KRTAP5.5,1.0
LACTB,1.0
LAMB2,1.0
LATS1,1.0
LHCGR,1.0
LILRB1,1.0
LILRB5,1.0
LMTK3,1.0
LOXHD1,1.0
LRIG1,1.0
LRIG3,1.0
LRP4,1.0
LRP5,1.0
LRRC66,1.0
LRRIQ3,1.0
LRRK2,1.0
LTBP4,1.0
LYST,1.0
LZTS1,1.0
MAFA,1.0
MAGEB3,1.0
MAGEC1,1.0
MAP1A,1.0
MAP2,1.0
MAP2K7,1.0
MAPK14,1.0
MARK4,1.0
MDC1,1.0
MEFV,1.0
MEPCE,1.0
MGA,1.0
MKL1,1.0
MLLT10,1.0
MLLT4,1.0
MMP11,1.0
MMP2,1.0
MMP3,1.0
MOV10L1,1.0
MPP2,1.0
MROH8,1.0
MSH3,1.0
MSH4,1.0
MSS51,1.0
MTMR14,1.0
MTMR8,1.0
MUC12,1.0
MUC4,1.0
MYB,1.0
MYC,1.0
MYH7,1.0
MYO9B,1.0
MYT1L,1.0
NAA25,1.0
NAALAD2,1.0
NAB2,1.0
NALCN,1.0
NARS2,1.0
NAV2,1.0
NBN,1.0
NBPF1,1.0
NBPF10,1.0
NBPF15,1.0
NBPF9,1.0
NCR1,1.0
NDST4,1.0
NEFH,1.0
NF2,1.0
NFE2L2,1.0
NFE2L3,1.0
NFIB,1.0
NID2,1.0
NIN,1.0
NKD1,1.0
NLGN4X,1.0
NME8,1.0
NMUR2,1.0
NOD1,1.0
NOL9,1.0
NOX5,1.0
NPIPA5,1.0
NPIPB15,1.0
NPIPB5,1.0
NPIPB6,1.0
NPM1,1.0
NPSR1,1.0
NR1H3,1.0
NSD1,1.0
NTRK1,1.0
NTRK3,1.0
NUCB1,1.0
NUDT11,1.0
NUP205,1.0
NUP214,1.0
OBP2B,1.0
OR10J1,1.0
OR11H1,1.0
OR11H12,1.0
OR2J2,1.0
OR2T2,1.0
OR2T8,1.0
OR4C5,1.0
OR4D5,1.0
OR4K13,1.0
OR5T1,1.0
OR5T2,1.0
OR6C76,1.0
OR7G2,1.0
OR8D1,1.0
OR8K3,1.0
OTOGL,1.0
OTOL1,1.0
OTUD4,1.0
OXCT1,1.0
PABPC3,1.0
PAK3,1.0
PAMR1,1.0
PARD6B,1.0
PARK2,1.0
PASK,1.0
PAX5,1.0
PCDHA8,1.0
PCDHB11,1.0
PCDHB16,1.0
PCDHB2,1.0
PCDHB7,1.0
PCDHGA3,1.0
PCNT,1.0
PDE4C,1.0
PDE4DIP,1.0
PDGFRB,1.0
PDK3,1.0
PDS5A,1.0
PER3,1.0
PGM2,1.0
PHF24,1.0
PHF6,1.0
PIK3C3,1.0
PIK3R3,1.0
PIM1,1.0
PKD2,1.0
PKDREJ,1.0
PLA2G2E,1.0
PLCZ1,1.0
PLEKHA7,1.0
PLEKHH1,1.0
PMS1,1.0
PODXL,1.0
POLE2,1.0
POLR3C,1.0
POM121,1.0
POTEC,1.0
POTEH,1.0
PPM1D,1.0
PPP2R1A,1.0
PPP2R1B,1.0
PPP4C,1.0
PRAMEF11,1.0
PRB4,1.0
PRC1,1.0
PRICKLE2,1.0
PRKD1,1.0
PRODH2,1.0
PROSER1,1.0
PRSS1,1.0
PSG11,1.0
PSG6,1.0
PTK2B,1.0
PTPRK,1.0
PTPRN2,1.0
PXDNL,1.0
R3HCC1L,1.0
RALGAPA1,1.0
RAPGEF2,1.0
RARA,1.0
RARG,1.0
RASAL1,1.0
RBM15,1.0
RBM28,1.0
RBM47,1.0
RBM6,1.0
RGPD8,1.0
RHBDF1,1.0
RHOA,1.0
RICTOR,1.0
RINL,1.0
RIOK1,1.0
RIT1,1.0
RNF149,1.0
RNF20,1.0
ROBO3,1.0
RPL14,1.0
RPL22,1.0
RRP36,1.0
RSRC2,1.0
RTL1,1.0
RTN4RL2,1.0
RUNX1,1.0
RXFP3,1.0
RYBP,1.0
SAMD11,1.0
SAMD9,1.0
SCAF1,1.0
SCAF8,1.0
SCN8A,1.0
SCN9A,1.0
SDCBP,1.0
SEMA5A,1.0
SEMA5B,1.0
SETD1A,1.0
SGSM3,1.0
SIGLEC12,1.0
SIK3,1.0
SLC13A2,1.0
SLC17A8,1.0
SLC27A2,1.0
SLC40A1,1.0
SLCO5A1,1.0
SMAD4,1.0
SMARCA2,1.0
SMC1A,1.0
SMCR8,1.0
SMG1,1.0
SMG7,1.0
SNCAIP,1.0
SNTG1,1.0
SORBS2,1.0
SORCS1,1.0
SORCS3,1.0
SOWAHA,1.0
SOX2,1.0
SOX9,1.0
SP8,1.0
SPAG16,1.0
SPESP1,1.0
SPG11,1.0
SPHKAP,1.0
SPON2,1.0
SRC,1.0
SRGAP3,1.0
SRPX,1.0
SRRT,1.0
STIL,1.0
STK11,1.0
SUZ12,1.0
SYCP2,1.0
SYK,1.0
SYT3,1.0
SYT8,1.0
TAB3,1.0
TAF5,1.0
TBCCD1,1.0
TBX3,1.0
TBX4,1.0
TCEB3C,1.0
TDRD1,1.0
TDRD5,1.0
TECTA,1.0
TESK1,1.0
TET1,1.0
TET3,1.0
TGM1,1.0
TIGD4,1.0
TLE6,1.0
TLL1,1.0
TLR4,1.0
TMCC1,1.0
TMEM184A,1.0
TMEM189,1.0
TMEM247,1.0
TMPRSS2,1.0
TNIP1,1.0
TOB1,1.0
TOP2A,1.0
TOR3A,1.0
TRERF1,1.0
TRIM46,1.0
TRIOBP,1.0
TRPM4,1.0
TSKS,1.0
TTC31,1.0
TULP2,1.0
TYRO3,1.0
U2AF1,1.0
UBASH3A,1.0
UMODL1,1.0
UNC50,1.0
UNC5B,1.0
USP29,1.0
USP32,1.0
USP34,1.0
USP42,1.0
USP8,1.0
VCAM1,1.0
VCP,1.0
VCX3B,1.0
VHL,1.0
VN1R2,1.0
VPS52,1.0
WDFY4,1.0
WDR60,1.0
WDR72,1.0
WNK4,1.0
WRN,1.0
WT1,1.0
XPOT,1.0
YLPM1,1.0
ZBBX,1.0
ZBTB16,1.0
ZBTB22,1.0
ZBTB7B,1.0
ZC3H18,1.0
ZFC3H1,1.0
ZFPM1,1.0
ZIC4,1.0
ZMYM1,1.0
ZNF114,1.0
ZNF14,1.0
ZNF211,1.0
ZNF24,1.0
ZNF28,1.0
ZNF281,1.0
ZNF337,1.0
ZNF384,1.0
ZNF43,1.0
ZNF486,1.0
ZNF502,1.0
ZNF517,1.0
ZNF598,1.0
ZNF610,1.0
ZNF628,1.0
ZNF676,1.0
ZNF687,1.0
ZNF700,1.0
ZNF777,1.0
ZNF780A,1.0
ZNF787,1.0
ZNF814,1.0
ZSCAN1,1.0
ZSCAN5B,1.0
ZSWIM8,1.0
ZXDB,1.0
ZZEF1,1.0
BAGE.n,1.0
BAGE3.n-BAGE4.n-BAGE5.n,1.0
FLJ36000.n,1.0
KCNJ18.n,1.0
NKX2.1.n,1.0
RNU86.n,1.0
SELO.n,1.0
SUGT1.p,1.0
