,0
ABTB1,1.0
ACOT12,1.0
ADAMTS19,1.0
ADGB,1.0
ADGRE1,1.0
ADGRL4,1.0
ADO,1.0
ADPRHL2,1.0
AEBP1,1.0
AGAP7P,1.0
AKR1C2,1.0
ALPPL2,1.0
AMD1,1.0
AMDHD1,1.0
ANKRD36C,1.0
AP5Z1,1.0
AR,1.0
ASTN2,1.0
ASZ1,1.0
B3GNT6,1.0
BCL11A,1.0
BCL11B,1.0
BCL6,1.0
BCR,1.0
BHMT,1.0
C17ORF97,1.0
C1QB,1.0
C2ORF81,1.0
CCDC102A,1.0
CEBPA,1.0
CHST5,1.0
CLCN2,1.0
CNGA2,1.0
COL3A1,1.0
COLEC12,1.0
CYLC1,1.0
CYP11B1,1.0
DBR1,1.0
DCAF13,1.0
DNAH12,1.0
DPH2,1.0
DTD2,1.0
EDAR,1.0
EIF1AX,1.0
ELL,1.0
EPHX1,1.0
ESPN,1.0
ETV4,1.0
F2,1.0
FAAH2,1.0
FAM90A1,1.0
FHOD3,1.0
FLI1,1.0
FRG1,1.0
GALNT18,1.0
GNA11,1.0
GNAQ,1.0
GOLGA6L2,1.0
GPRIN1,1.0
GTPBP4,1.0
HHAT,1.0
HHIPL1,1.0
HNRNPM,1.0
IARS,1.0
IDH2,1.0
IDUA,1.0
IFNW1,1.0
IL1R1,1.0
INHBA,1.0
ITGAX,1.0
JMY,1.0
KBTBD13,1.0
KCNA3,1.0
KCNH1,1.0
KIF13B,1.0
KLRK1,1.0
KRAS,1.0
KRTAP1.3,1.0
KRTAP5.1,1.0
KRTAP5.5,1.0
LCE2A,1.0
LOXHD1,1.0
LRRC43,1.0
MAFA,1.0
MAGEB3,1.0
MAMLD1,1.0
MAPK1,1.0
MAPK14,1.0
MMP11,1.0
MMP3,1.0
MSS51,1.0
MUC12,1.0
NAB2,1.0
NBPF1,1.0
NBPF15,1.0
NBPF9,1.0
NKD1,1.0
NLRP12,1.0
NMUR2,1.0
NPIPA5,1.0
NPIPB15,1.0
NPIPB5,1.0
NPIPB6,1.0
NPM1,1.0
NR1H3,1.0
NRK,1.0
NUDT11,1.0
OCRL,1.0
OR10H5,1.0
OR11H1,1.0
OR13D1,1.0
OR2J2,1.0
OR2T2,1.0
OR4C5,1.0
OR4D2,1.0
OR4K13,1.0
OR4Q3,1.0
OR5D16,1.0
OTOGL,1.0
OXCT1,1.0
PASD1,1.0
PAX5,1.0
PCED1A,1.0
PDK3,1.0
PIK3R3,1.0
PIM1,1.0
PLA2G4A,1.0
PODXL,1.0
POTEE,1.0
PPM1D,1.0
PRB4,1.0
PRODH2,1.0
PROSER1,1.0
PRPS1L1,1.0
PRSS1,1.0
PSG11,1.0
PSG6,1.0
PTPN11,1.0
R3HDML,1.0
RBM4,1.0
REPIN1,1.0
RFX1,1.0
RGPD8,1.0
RNF149,1.0
RNF20,1.0
RPL14,1.0
RTN4RL2,1.0
SDCBP,1.0
SELPLG,1.0
SGSM3,1.0
SKI,1.0
SLC13A2,1.0
SLC1A6,1.0
SLC28A2,1.0
SLC40A1,1.0
SLC7A13,1.0
SLIT2,1.0
SLITRK4,1.0
SNTG1,1.0
SOWAHA,1.0
SOX9,1.0
SP8,1.0
SPAG16,1.0
SPON2,1.0
SRPX,1.0
STK11,1.0
SUFU,1.0
TAF5,1.0
TESK1,1.0
TLE6,1.0
TMEM184A,1.0
TMEM189,1.0
TMEM247,1.0
TNIP1,1.0
TRIML2,1.0
UGT2B10,1.0
UNC50,1.0
USP11,1.0
VHL,1.0
VN1R2,1.0
WDFY4,1.0
ZNF114,1.0
ZNF215,1.0
ZNF24,1.0
ZNF517,1.0
ZNF592,1.0
ZNF610,1.0
ZNF628,1.0
ZNF814,1.0
ANHX.p-LRCOL1.p,1.0
ANHX.n-LRCOL1.n,1.0
AP5B1.p,1.0
C11ORF44.n,1.0
C14ORF144.n,1.0
C16ORF47.p,1.0
C16ORF47.n,1.0
C20ORF187.p,1.0
C3ORF84.n,1.0
C4ORF50.n,1.0
C8ORF49.p,1.0
C8ORF49.n,1.0
C9ORF147.p,1.0
C9ORF147.n,1.0
DKFZP434E1119.p,1.0
DUX4.n,1.0
FAM215B.n,1.0
FAM72C.p,1.0
FAM90A26.n-USP17L15.n-USP17L23.n,1.0
FKBP1C.n,1.0
FKSG49.p,1.0
FKSG49.n,1.0
GJE1.n,1.0
GTSCR1.n,1.0
IFNL4.p,1.0
IGHA1.n-IGHA2.n-IGHD.n-IGHE.n-IGHG1.n-IGHG2.n-IGHG3.n-IGHG4.n-IGHJ1.n-IGHJ2.n-IGHJ3.n-IGHJ4.n-IGHJ5.n-IGHJ6.n-IGHM.n,1.0
IGLC1.n-IGLC2.n-IGLC3.n-IGLC7.n-IGLJ1.n-IGLJ2.n-IGLJ3.n-IGLJ4.n-IGLJ5.n-IGLJ6.n-IGLJ7.n,1.0
INAFM2.n,1.0
KMT2B.p,1.0
KMT2B.n,1.0
LMO7DN.p,1.0
LMO7DN.n,1.0
LRRC53.n,1.0
LYPD8.p,1.0
MRLN.p,1.0
MRLN.n,1.0
MUC5AC.n,1.0
MUC8.p,1.0
MUC8.n,1.0
MYRFL.p,1.0
NAMPTP1.p,1.0
NAMPTP1.n,1.0
NPIPB15.p,1.0
NPIPB15.n,1.0
NUTM2B.n-NUTM2E.n,1.0
OR51H1.n,1.0
OR51J1.n,1.0
PCAT2.p,1.0
PRR31.p,1.0
PRR31.n,1.0
RBFADN.n,1.0
RNF212B.n,1.0
RNU105B.p,1.0
SMIM1.n,1.0
STMND1.p,1.0
STMND1.n,1.0
TDRD15.p,1.0
THEGL.n,1.0
TMEM210.p,1.0
TMEM254.p,1.0
TMEM254.n,1.0
TMEM78.p,1.0
TRABD2B.p,1.0
TRABD2B.n,1.0
TRBC2.p-TRBV19.p-TRBV2.p-TRBV27.p-TRBV28.p-TRBV9.p,1.0
TRGC1.p-TRGC2.p-TRGJ1.p-TRGJ2.p-TRGJP.p-TRGJP1.p-TRGJP2.p-TRGV1.p-TRGV10.p-TRGV11.p-TRGV2.p-TRGV3.p-TRGV4.p-TRGV5.p-TRGV8.p-TRGV9.p,1.0
TRIM49B.p,1.0
TRIM49B.n,1.0
TTLL8.p,1.0
TTLL8.n,1.0
ZDHHC11B.p,1.0
ZNF891.p,1.0
ZNF891.n,1.0
ZRSR1.p,1.0
ZRSR1.n,1.0
