,0
AARS,1.0
ABCA12,1.0
ABCA13,1.0
ABCB1,1.0
ABCC1,1.0
ABCC4,1.0
ABCC8,1.0
ABHD10,1.0
ABTB1,1.0
ACP6,1.0
ACSL6,1.0
ACSM2B,1.0
ACVR1B,1.0
ADAM11,1.0
ADAM18,1.0
ADAM2,1.0
ADAM29,1.0
ADAMTS12,1.0
ADAMTS14,1.0
ADCK5,1.0
ADCY8,1.0
ADGB,1.0
ADGRB1,1.0
ADGRE1,1.0
ADGRG4,1.0
ADPRHL2,1.0
AEBP1,1.0
AFF4,1.0
AGAP1,1.0
AGAP3,1.0
AGAP7P,1.0
AGT,1.0
AHCTF1,1.0
AK9,1.0
AKAP6,1.0
AKR1C2,1.0
ALPPL2,1.0
AMER1,1.0
ANAPC1,1.0
ANK3,1.0
ANKRD12,1.0
ANKRD30B,1.0
ANKRD36C,1.0
ANKRD55,1.0
ANO8,1.0
ANP32E,1.0
ANXA13,1.0
AP3S1,1.0
AP5Z1,1.0
AR,1.0
ARHGAP35,1.0
ARHGAP5,1.0
ARID1A,1.0
ARL6,1.0
ARMC4,1.0
ASPM,1.0
ASTN1,1.0
ASTN2,1.0
ASXL3,1.0
ASZ1,1.0
ATF7IP,1.0
ATP10A,1.0
ATP13A5,1.0
ATP2A1,1.0
ATP2B3,1.0
ATP4A,1.0
ATP8B3,1.0
ATXN1,1.0
AXDND1,1.0
AXL,1.0
B3GNT6,1.0
BAZ1B,1.0
BCAN,1.0
BCL11B,1.0
BCORL1,1.0
BCR,1.0
BHMT,1.0
BMX,1.0
BOD1L1,1.0
BRD7,1.0
BRD8,1.0
BRINP1,1.0
BRINP2,1.0
BTBD11,1.0
BZRAP1,1.0
C17ORF97,1.0
C1ORF106,1.0
C1QB,1.0
C2ORF16,1.0
C2ORF81,1.0
C6ORF10,1.0
C6ORF222,1.0
CABLES1,1.0
CACNA1F,1.0
CACNA1H,1.0
CAD,1.0
CADPS,1.0
CAMSAP3,1.0
CARD11,1.0
CASP8,1.0
CBFB,1.0
CCDC102A,1.0
CCDC110,1.0
CCDC178,1.0
CCER1,1.0
CCKBR,1.0
CCND1,1.0
CCNL1,1.0
CD1B,1.0
CD1D,1.0
CDC27,1.0
CDH1,1.0
CDH10,1.0
CDHR2,1.0
