,0
ABCC8,1.0
ACOT12,1.0
ACSL6,1.0
ACTB,1.0
ACVR1B,1.0
ACVR2A,1.0
ADAM11,1.0
ADAM18,1.0
ADAMTS14,1.0
ADAMTS9,1.0
ADCK5,1.0
ADGB,1.0
ADGRB1,1.0
ADGRB3,1.0
ADGRL2,1.0
ADO,1.0
ADPRHL2,1.0
AGAP1,1.0
AGBL1,1.0
AGL,1.0
AGT,1.0
AHCTF1,1.0
AKNAD1,1.0
AKR1C2,1.0
ALK,1.0
ALOX12B,1.0
AMBN,1.0
ANKMY1,1.0
ANKRD11,1.0
ANKRD30B,1.0
ANKRD36,1.0
ANKRD36C,1.0
ANO8,1.0
ANXA13,1.0
AP5Z1,1.0
APAF1,1.0
AR,1.0
ARHGEF2,1.0
ARID1B,1.0
ASH1L,1.0
ASPSCR1,1.0
ASTN1,1.0
ASXL1,1.0
ATP13A5,1.0
ATP2C2,1.0
ATP8B2,1.0
ATRX,1.0
B3GNT6,1.0
BAZ1B,1.0
BCAN,1.0
BCR,1.0
BHMT,1.0
BMX,1.0
BRD7,1.0
BRINP1,1.0
BRINP2,1.0
BZRAP1,1.0
C10ORF90,1.0
C11ORF53,1.0
C17ORF97,1.0
C1ORF106,1.0
C1QB,1.0
C2ORF81,1.0
C4BPA,1.0
C6ORF222,1.0
CABLES1,1.0
CACNA1B,1.0
CADM1,1.0
CAMSAP3,1.0
CASP5,1.0
CASP8,1.0
CBFB,1.0
CCDC102A,1.0
CCDC178,1.0
CCKBR,1.0
CCND1,1.0
CCNL1,1.0
CDH1,1.0
CDH10,1.0
CDR1,1.0
CEBPA,1.0
CELA3A,1.0
CEMIP,1.0
CEP131,1.0
CEP164,1.0
CEP192,1.0
CFAP44,1.0
CHD1,1.0
CHRNA4,1.0
CHST5,1.0
CLDN8,1.0
CLTC,1.0
CLTCL1,1.0
CLUH,1.0
CNGA3,1.0
CORO1B,1.0
CR1,1.0
CRX,1.0
CRYBA2,1.0
CSF2RA,1.0
CTAG2,1.0
CTCF,1.0
CTNNB1,1.0
CYLC1,1.0
CYP2A6,1.0
CYSLTR2,1.0
DAPK1,1.0
DCLK1,1.0
DENND4B,1.0
DHX37,1.0
DLL4,1.0
DNAH12,1.0
DNASE2,1.0
DNER,1.0
DNMT3A,1.0
DOCK3,1.0
DPH2,1.0
DSCAM,1.0
DTD2,1.0
DTNA,1.0
DYNC2H1,1.0
E2F4,1.0
E2F8,1.0
ECI2,1.0
EDAR,1.0
EDNRB,1.0
EFCAB3,1.0
EFCAB6,1.0
EID3,1.0
EIF1AX,1.0
EIF3A,1.0
EIF4G1,1.0
ELF3,1.0
ELL,1.0
ENO1,1.0
EOMES,1.0
EP300,1.0
EPAS1,1.0
EPHA2,1.0
EPHX1,1.0
ERBB3,1.0
ERCC2,1.0
ESPN,1.0
ETV1,1.0
ETV3,1.0
ETV4,1.0
EWSR1,1.0
EZH1,1.0
F13B,1.0
FAAH2,1.0
FAM109A,1.0
FAM160B2,1.0
FAM162B,1.0
FAM171A1,1.0
FAM171B,1.0
FAM208A,1.0
FAM47C,1.0
FASN,1.0
FCN1,1.0
FGFR2,1.0
FLI1,1.0
FLNA,1.0
FMN2,1.0
FMO4,1.0
FOXP1,1.0
FPGS,1.0
FREM2,1.0
FRG1,1.0
FSHR,1.0
GAD1,1.0
GALNS,1.0
GARS,1.0
GAS6,1.0
GATA3,1.0
GBF1,1.0
GIGYF2,1.0
GIMAP8,1.0
GLI3,1.0
GLTSCR1L,1.0
GNA11,1.0
GNAQ,1.0
GNAS,1.0
GOLGA6L2,1.0
GPC5,1.0
GPR101,1.0
GPR37,1.0
GPR87,1.0
GPRIN1,1.0
GPRIN2,1.0
GRN,1.0
GTPBP4,1.0
HHAT,1.0
HIVEP2,1.0
HNRNPK,1.0
HNRNPM,1.0
HRAS,1.0
HRC,1.0
HSD17B11,1.0
HTT,1.0
IDH2,1.0
IDUA,1.0
IFNW1,1.0
IL1RAPL1,1.0
IMPG2,1.0
INHBA,1.0
ITGAL,1.0
ITPKB,1.0
KANSL1,1.0
KAT6A,1.0
KAT6B,1.0
KBTBD13,1.0
KCNA3,1.0
KCND2,1.0
KCNJ3,1.0
KCNK5,1.0
KCNMA1,1.0
KCNV2,1.0
KEAP1,1.0
KIAA0430,1.0
KIF13B,1.0
KIF3C,1.0
KLHL23,1.0
KRT38,1.0
KRTAP1.3,1.0
KRTAP1.5,1.0
KRTAP5.1,1.0
KRTAP5.5,1.0
LACTB,1.0
LAMB2,1.0
LATS1,1.0
LCE2A,1.0
LMTK2,1.0
LMTK3,1.0
LOXHD1,1.0
LRIF1,1.0
LRIG1,1.0
LRP5,1.0
LRRC43,1.0
LRRC4B,1.0
LTBP1,1.0
LTBP3,1.0
LZTS1,1.0
MAFA,1.0
MAGEC1,1.0
MAGI3,1.0
MAMLD1,1.0
MAP2K7,1.0
MAPK14,1.0
MAPK4,1.0
MBD5,1.0
MED1,1.0
MEPCE,1.0
MGA,1.0
MICAL1,1.0
MLLT10,1.0
MMP11,1.0
MMP2,1.0
MORC4,1.0
MOV10L1,1.0
MPP2,1.0
MSH3,1.0
MSS51,1.0
MTMR14,1.0
MUC12,1.0
MYCBP2,1.0
MYH6,1.0
MYOM3,1.0
NAA25,1.0
NAB2,1.0
NARS2,1.0
NBN,1.0
NBPF10,1.0
NBPF15,1.0
NBPF9,1.0
NCOR2,1.0
NEURL4,1.0
NF2,1.0
NFE2L2,1.0
NKX2.2,1.0
NLRP3,1.0
NOL9,1.0
NOTCH1,1.0
NPIPA5,1.0
NPIPB15,1.0
NPIPB5,1.0
NPIPB6,1.0
NPM1,1.0
NPSR1,1.0
NRAS,1.0
NTRK3,1.0
NUDT11,1.0
OBP2B,1.0
OGDHL,1.0
OPRD1,1.0
OR10J1,1.0
OR11H1,1.0
OR11H12,1.0
OR13D1,1.0
OR2J2,1.0
OR2M3,1.0
OR2M7,1.0
OR2T4,1.0
OR2T8,1.0
OR4C5,1.0
OR5T1,1.0
OR5T2,1.0
OR6C76,1.0
OR8D1,1.0
OTOGL,1.0
OTOL1,1.0
OTOP1,1.0
OXCT1,1.0
PABPC1,1.0
PARK2,1.0
PCDHB1,1.0
PCDHB10,1.0
PCNT,1.0
PCSK7,1.0
PDE4C,1.0
PDK3,1.0
PGM2,1.0
PHF6,1.0
