,0
AARS,1.0
AASDH,1.0
ABCA9,1.0
ABCB1,1.0
ABHD10,1.0
ABL1,1.0
ACOT12,1.0
ACTB,1.0
ADAM11,1.0
ADAM18,1.0
ADAM29,1.0
ADAMTS12,1.0
ADAMTS16,1.0
ADAMTS19,1.0
ADAMTSL3,1.0
ADCY9,1.0
ADGB,1.0
ADGRG4,1.0
ADGRL4,1.0
ADO,1.0
ADPRHL2,1.0
AEBP1,1.0
AGAP1,1.0
AGAP7P,1.0
AGL,1.0
AGT,1.0
AHCTF1,1.0
AK7,1.0
AK9,1.0
AKAP6,1.0
AKR1C2,1.0
ALPK2,1.0
ALPK3,1.0
AMBN,1.0
AMD1,1.0
AMDHD1,1.0
ANAPC1,1.0
ANKMY1,1.0
ANKRD55,1.0
ANP32E,1.0
ANXA13,1.0
AP3S1,1.0
AP5Z1,1.0
APAF1,1.0
APBB1,1.0
ARAP3,1.0
ARHGAP26,1.0
ARHGAP5,1.0
ARHGEF2,1.0
ARID1B,1.0
ARID2,1.0
ARL6,1.0
ASAP1,1.0
ASPSCR1,1.0
ASZ1,1.0
ATF7IP,1.0
ATP10A,1.0
ATP10B,1.0
ATP13A5,1.0
ATP2B3,1.0
ATP8B3,1.0
B3GNT6,1.0
B4GALNT2,1.0
BCL11A,1.0
BCL6,1.0
BCLAF1,1.0
BCR,1.0
BHMT,1.0
BMPER,1.0
BMX,1.0
BRAF,1.0
BRD7,1.0
BRINP1,1.0
C10ORF12,1.0
C1ORF106,1.0
C1QB,1.0
C3,1.0
C4BPA,1.0
C6,1.0
C6ORF10,1.0
C6ORF222,1.0
CACNA1B,1.0
CACNA1F,1.0
CACNA2D1,1.0
CADM1,1.0
CADPS,1.0
CASP8,1.0
CBFB,1.0
CCDC110,1.0
CCDC129,1.0
CCER1,1.0
CCND1,1.0
CCNL1,1.0
CD163,1.0
CD163L1,1.0
CD1B,1.0
CD1D,1.0
CDH1,1.0
CDH10,1.0
CDH7,1.0
CDH8,1.0
CDH9,1.0
CDHR2,1.0
CDKN1A,1.0
CEBPA,1.0
CELSR3,1.0
CEP131,1.0
CEP152,1.0
CHAT,1.0
CHRNA4,1.0
CLCA4,1.0
CLCN2,1.0
CLCNKB,1.0
CLDN8,1.0
CLTCL1,1.0
CMYA5,1.0
CNGA2,1.0
CNGA3,1.0
CNTLN,1.0
CNTN3,1.0
CNTN6,1.0
COL6A6,1.0
COL7A1,1.0
COLEC12,1.0
CORO1B,1.0
CRIPAK,1.0
CRX,1.0
CRYBA2,1.0
CSF2RB,1.0
CTAG2,1.0
CTCF,1.0
CTNNA1,1.0
CTNNA3,1.0
CTNNB1,1.0
CUBN,1.0
CYLC1,1.0
CYP11A1,1.0
CYP11B1,1.0
DAPK1,1.0
DBR1,1.0
DCAF12L2,1.0
DENND4B,1.0
DHX37,1.0
DKC1,1.0
DLGAP2,1.0
DMBT1,1.0
DNAH1,1.0
DNAH12,1.0
DNASE2,1.0
DNER,1.0
DOCK2,1.0
DOK2,1.0
DPP10,1.0
DPYD,1.0
DSG2,1.0
DTD2,1.0
DTNA,1.0
E2F8,1.0
EDAR,1.0
EDIL3,1.0
EDNRB,1.0
EFCAB3,1.0
ELF3,1.0
ELL,1.0
ENC1,1.0
ENO1,1.0
ENPP2,1.0
EOMES,1.0
EPHA7,1.0
ERBB4,1.0
ERG,1.0
ETV4,1.0
ETV5,1.0
EVC2,1.0
EWSR1,1.0
EZH1,1.0
F13B,1.0
F2,1.0
FAAH2,1.0
FAM129B,1.0
FAM135B,1.0
FAM160B2,1.0
FAM162B,1.0
FAM171A1,1.0
FAM171B,1.0
FAM208A,1.0
FAM47A,1.0
FAM47B,1.0
FAM65B,1.0
FAM90A1,1.0
FBLN1,1.0
FBN1,1.0
FBXW7,1.0
FCN1,1.0
FCRL4,1.0
FER1L6,1.0
FFAR2,1.0
FGB,1.0
FGD6,1.0
FGFR2,1.0
FHOD3,1.0
FILIP1,1.0
FLG2,1.0
FLI1,1.0
FLNC,1.0
FMO4,1.0
FMR1NB,1.0
FOXP1,1.0
FRG1,1.0
FSHR,1.0
FSTL5,1.0
FYCO1,1.0
FZD9,1.0
GABRA2,1.0
GABRA6,1.0
GALNT18,1.0
GARS,1.0
GBF1,1.0
GBP4,1.0
GIMAP8,1.0
GLI2,1.0
GLTSCR1L,1.0
GLYATL2,1.0
GNA11,1.0
GPR101,1.0
GPR50,1.0
GPRC6A,1.0
GPRIN2,1.0
GRID1,1.0
GTSE1,1.0
HAS2,1.0
HEATR1,1.0
HEATR5B,1.0
HECW1,1.0
HEPACAM2,1.0
HGF,1.0
HHIPL1,1.0
HNF1A,1.0
HNRNPA2B1,1.0
HNRNPK,1.0
HSD17B11,1.0
HSPA1L,1.0
IARS,1.0
IDH1,1.0
IDH2,1.0
IFI16,1.0
IFNW1,1.0
IGF1R,1.0
IKZF1,1.0
IL1R1,1.0
IL1RAPL1,1.0
IL1RAPL2,1.0
IL32,1.0
INHBA,1.0
INPP4B,1.0
IQGAP3,1.0
IRF2,1.0
IRS4,1.0
ITGA5,1.0
ITGAD,1.0
ITPKB,1.0
KANK3,1.0
KCNA3,1.0
KCNA5,1.0
KCNB2,1.0
KCNH1,1.0
KCNH8,1.0
KCNJ12,1.0
KCNK5,1.0
KCNT2,1.0
KCNU1,1.0
KCNV2,1.0
KHDRBS2,1.0
KIAA0319,1.0
KIAA1211,1.0
KIF16B,1.0
KLHL1,1.0
KLHL23,1.0
KLHL4,1.0
KLRK1,1.0
KPNA5,1.0
KRT20,1.0
KRTAP1.3,1.0
KRTAP1.5,1.0
KRTAP5.1,1.0
L1CAM,1.0
LATS1,1.0
LCE2A,1.0
LGR5,1.0
LILRB1,1.0
LILRB2,1.0
LILRB5,1.0
LMTK3,1.0
LOXHD1,1.0
LPAR4,1.0
LRIF1,1.0
LRIG1,1.0
LRIG3,1.0
LRRC37A3,1.0
LRRIQ1,1.0
LRRIQ3,1.0
LTBP1,1.0
LTBP2,1.0
MAGI3,1.0
MAP1A,1.0
MAP2,1.0
MAP2K7,1.0
MAP3K1,1.0
MAP3K4,1.0
MAPK1,1.0
MAPK14,1.0
MAPK4,1.0
MBD5,1.0
MBD6,1.0
MCF2,1.0
MECOM,1.0
MED12,1.0
MET,1.0
MLLT10,1.0
MMP2,1.0
MMRN1,1.0
MOV10L1,1.0
MPP2,1.0
MROH8,1.0
MSH4,1.0
MSR1,1.0
MSS51,1.0
MTMR14,1.0
MTMR8,1.0
MTUS2,1.0
MUC12,1.0
MYB,1.0
MYH1,1.0
MYH2,1.0
MYLK,1.0
MYOM3,1.0
MYT1L,1.0
NAA25,1.0
NAB2,1.0
NALCN,1.0
NARS2,1.0
NBN,1.0
NBPF15,1.0
NBPF9,1.0
NCOA2,1.0
NCOA3,1.0
NCR1,1.0
NDST4,1.0
NEGR1,1.0
NF2,1.0
NFE2L3,1.0
NFIB,1.0
NID1,1.0
NKX2.2,1.0
NLGN4X,1.0
NLRP4,1.0
NME8,1.0
NMUR2,1.0
NOS1,1.0
NOTCH2,1.0
NOX5,1.0
NPAP1,1.0
NPIPA5,1.0
NPIPB6,1.0
NPM1,1.0
NPSR1,1.0
NR1H3,1.0
NRK,1.0
NRXN1,1.0
NTRK3,1.0
NUCB1,1.0
NUDT11,1.0
NUP205,1.0
NUP210L,1.0
NUP214,1.0
NWD1,1.0
OBP2B,1.0
OCA2,1.0
OGDHL,1.0
OR10H5,1.0
OR11H12,1.0
OR13D1,1.0
OR2J2,1.0
OR2M3,1.0
OR2M7,1.0
OR2T2,1.0
OR4A16,1.0
OR4C16,1.0
OR4C5,1.0
OR4C6,1.0
OR4D2,1.0
OR4D5,1.0
OR4K13,1.0
OR4M1,1.0
OR4Q3,1.0
OR5D16,1.0
OR5M11,1.0
OR5T1,1.0
OR5T2,1.0
OR5T3,1.0
OR6C76,1.0
OR7G2,1.0
OR8D1,1.0
OR8J3,1.0
OR8K3,1.0
OTOF,1.0
OTOGL,1.0
OTOL1,1.0
OXCT1,1.0
PAMR1,1.0
PAPPA,1.0
PARD6B,1.0
PARK2,1.0
PASD1,1.0
PAX5,1.0
PCDH11X,1.0
PCDH18,1.0
PCDH9,1.0
PCDHA1,1.0
PCDHA11,1.0
PCDHA4,1.0
PCDHA8,1.0
PCDHB1,1.0
PCDHB10,1.0
PCDHB11,1.0
PCDHB16,1.0
PCDHB2,1.0
PCDHB3,1.0
PCDHB7,1.0
PCDHGA3,1.0
PCDHGB3,1.0
PCED1A,1.0
PCF11,1.0
PCM1,1.0
PCSK7,1.0
PDE4C,1.0
PDGFRB,1.0
PDK3,1.0
PEG3,1.0
PGM2,1.0
PGM5,1.0
PHF24,1.0
PHF6,1.0
PIK3C3,1.0
PIK3R3,1.0
PIM1,1.0
PKD2,1.0
PLA2G2E,1.0
PLA2G4A,1.0
PLCB4,1.0
PLEKHA7,1.0
PLEKHG1,1.0
PMS1,1.0
PODXL,1.0
POLE2,1.0
POLR3C,1.0
POM121,1.0
POTEC,1.0
POTEH,1.0
PPP2R1B,1.0
PPP4C,1.0
PRAMEF11,1.0
PRC1,1.0
PRKD1,1.0
PRODH2,1.0
PROS1,1.0
PRPS1L1,1.0
PRSS1,1.0
PRX,1.0
PSG1,1.0
PSG11,1.0
PTEN,1.0
PTPN11,1.0
PTPN14,1.0
PTPRC,1.0
PTPRJ,1.0
PTPRK,1.0
PTPRN2,1.0
PTPRZ1,1.0
PXDN,1.0
R3HCC1L,1.0
R3HDML,1.0
RASA1,1.0
RB1,1.0
RBM15,1.0
RBM28,1.0
RBM4,1.0
RBM47,1.0
RBM6,1.0
RBP3,1.0
RGPD3,1.0
RINL,1.0
RIOK1,1.0
RIT1,1.0
RNF149,1.0
RP1,1.0
RPL14,1.0
RPUSD1,1.0
RSRC2,1.0
RTL1,1.0
RUNX1T1,1.0
RXFP3,1.0
RYBP,1.0
SALL1,1.0
SAMD11,1.0
SAMD9,1.0
SCAF8,1.0
SCN1A,1.0
SCN2A,1.0
SCN4A,1.0
SCN8A,1.0
SDCBP,1.0
SEL1L3,1.0
SEMA4F,1.0
SETD1A,1.0
SETD2,1.0
SF3B1,1.0
SGSM3,1.0
SIGLEC12,1.0
SIK2,1.0
SIPA1L1,1.0
SLC13A2,1.0
SLC17A6,1.0
SLC17A8,1.0
SLC1A6,1.0
SLC27A2,1.0
SLC28A2,1.0
SLC39A12,1.0
SLC40A1,1.0
SLC7A13,1.0
SLC9A5,1.0
SLCO5A1,1.0
SLITRK5,1.0
SMAD2,1.0
SMC1A,1.0
SMCR8,1.0
SNCAIP,1.0
SORBS2,1.0
SORCS3,1.0
SOWAHA,1.0
SOX2,1.0
SOX4,1.0
SOX9,1.0
SPG11,1.0
SPOP,1.0
SRC,1.0
SRGAP1,1.0
SRPX,1.0
SSTR4,1.0
STAB2,1.0
STIL,1.0
STK11,1.0
STOX1,1.0
SUFU,1.0
SUZ12,1.0
SYCP2,1.0
SYT8,1.0
TAF1,1.0
TAS2R16,1.0
TATDN2,1.0
TBX3,1.0
TBX4,1.0
TCEB3C,1.0
TDRD5,1.0
TENM1,1.0
TENM2,1.0
TET2,1.0
TG,1.0
TGFBR2,1.0
THSD7A,1.0
TIGD4,1.0
TKTL2,1.0
TLE6,1.0
TLL1,1.0
TLR4,1.0
TMEM189,1.0
TMEM247,1.0
TMPRSS2,1.0
TNC,1.0
TNN,1.0
TOB1,1.0
TOR3A,1.0
TPO,1.0
TRIM15,1.0
TRIM51,1.0
TRIML2,1.0
TRIOBP,1.0
TRO,1.0
TRPC4,1.0
TRPM1,1.0
TRPV2,1.0
TSKS,1.0
TTC31,1.0
TUBA3C,1.0
U2AF1,1.0
UHRF1BP1L,1.0
UNC50,1.0
USP42,1.0
VCP,1.0
VCX3B,1.0
VEGFC,1.0
VIT,1.0
VN1R2,1.0
VPS52,1.0
WDFY4,1.0
WDR72,1.0
WSCD2,1.0
WT1,1.0
WTAP,1.0
XIRP2,1.0
XPOT,1.0
ZBBX,1.0
ZBTB20,1.0
ZBTB22,1.0
ZBTB7B,1.0
ZFP57,1.0
ZIC4,1.0
ZNF114,1.0
ZNF14,1.0
ZNF208,1.0
ZNF211,1.0
ZNF281,1.0
ZNF318,1.0
ZNF331,1.0
ZNF335,1.0
ZNF337,1.0
ZNF347,1.0
ZNF43,1.0
ZNF486,1.0
ZNF502,1.0
ZNF517,1.0
ZNF521,1.0
ZNF610,1.0
ZNF676,1.0
ZNF687,1.0
ZNF770,1.0
ZNF780A,1.0
ZNF787,1.0
ZNF804A,1.0
ZSCAN1,1.0
ZSCAN5B,1.0
BAGE.n,1.0
BAGE3.n-BAGE4.n-BAGE5.n,1.0
CACNA1C.n,1.0
CDKN1B.n,1.0
CHODL.n,1.0
CNTN1.n,1.0
FAM60A.n,1.0
FLJ36000.n,1.0
GRID2.p,1.0
KATNAL1.p,1.0
KCNJ18.n,1.0
LNX2.p,1.0
MAML3.p,1.0
NKX2.1.n,1.0
POLR1D.p,1.0
RAD52.n,1.0
RNU86.n,1.0
SELO.n,1.0
XPO4.p,1.0
