,0
ABHD10,1.0
ABTB1,1.0
ACOT12,1.0
ACTB,1.0
ADAM18,1.0
ADGB,1.0
ADGRB3,1.0
ADO,1.0
ADPRHL2,1.0
AGAP1,1.0
AHCTF1,1.0
AKR1C2,1.0
ALOX12B,1.0
AMD1,1.0
ANXA13,1.0
APAF1,1.0
APBB1,1.0
ARHGEF2,1.0
ARL6,1.0
ATAD2,1.0
ATP10B,1.0
BCL11A,1.0
BRAF,1.0
C10ORF90,1.0
C11ORF53,1.0
C1QB,1.0
C6,1.0
CASP8,1.0
CBFB,1.0
CCDC178,1.0
CCND1,1.0
CD163,1.0
CD1B,1.0
CDH9,1.0
CDHR2,1.0
CDR1,1.0
CEACAM7,1.0
CHAT,1.0
CLDN8,1.0
CNGA2,1.0
COLEC12,1.0
CRX,1.0
CRYBA2,1.0
CTAG2,1.0
CYP11B1,1.0
CYP2A6,1.0
CYSLTR2,1.0
DCAF12L2,1.0
DCLK1,1.0
DNASE2,1.0
DYNC1I1,1.0
E2F4,1.0
EDAR,1.0
EIF1AX,1.0
ELF3,1.0
ELF4,1.0
ELL,1.0
EPHA2,1.0
ERG,1.0
ETV3,1.0
ETV5,1.0
EVC2,1.0
F13A1,1.0
FAM109A,1.0
FAM129B,1.0
FAM171A1,1.0
FFAR2,1.0
FGB,1.0
FILIP1,1.0
FLI1,1.0
FMO4,1.0
FOXA1,1.0
FOXP1,1.0
FSHR,1.0
FSTL5,1.0
FZD9,1.0
GABRA2,1.0
GABRA6,1.0
GAD1,1.0
GARS,1.0
GATA3,1.0
GDPD2,1.0
GLUD2,1.0
GNA11,1.0
GNAQ,1.0
GOLGA6L2,1.0
GPR87,1.0
GTPBP4,1.0
HAS2,1.0
HNF1A,1.0
IDH2,1.0
IFI16,1.0
IFNW1,1.0
IGF1R,1.0
IL1RAPL1,1.0
IL32,1.0
IRF2,1.0
IRF5,1.0
ITGA8,1.0
KBTBD13,1.0
KCNA5,1.0
KCNH1,1.0
KIAA1211,1.0
KLHL23,1.0
KLRK1,1.0
KPNA5,1.0
KRT20,1.0
LACTB,1.0
LCE2A,1.0
LGR5,1.0
LHCGR,1.0
LILRB2,1.0
LRRC4B,1.0
LZTS1,1.0
MAPK1,1.0
MAST1,1.0
MDC1,1.0
MED23,1.0
MLLT3,1.0
MMP3,1.0
MUC12,1.0
MYC,1.0
NAA25,1.0
