,0
ABHD10,1.0
ABTB1,1.0
ACTB,1.0
ACVR2A,1.0
ADAM11,1.0
ADAM18,1.0
ADCK5,1.0
ADCY8,1.0
ADGB,1.0
ADO,1.0
ADPRHL2,1.0
AEBP1,1.0
AGT,1.0
AKR1C2,1.0
ALOX12B,1.0
ALPPL2,1.0
AMD1,1.0
AMDHD1,1.0
ANAPC1,1.0
ANKRD36C,1.0
ANP32E,1.0
APBB1,1.0
ARHGAP26,1.0
ARL6,1.0
ASPSCR1,1.0
ASXL1,1.0
ATF7IP,1.0
ATP2C2,1.0
ATP4A,1.0
ATXN1,1.0
AXIN1,1.0
B3GNT6,1.0
BCL11B,1.0
BDP1,1.0
BRD7,1.0
BZRAP1,1.0
C11ORF53,1.0
C17ORF97,1.0
C1ORF106,1.0
C1QB,1.0
C2ORF81,1.0
C6ORF10,1.0
CAMSAP3,1.0
CASC5,1.0
CASP8,1.0
CBFB,1.0
CCDC110,1.0
CCER1,1.0
CCND1,1.0
CCNL1,1.0
CD1D,1.0
CDHR5,1.0
CDKN2A,1.0
CDR1,1.0
CEBPA,1.0
CELA3A,1.0
CEMIP,1.0
CEP152,1.0
CFAP44,1.0
CFAP47,1.0
CHAT,1.0
CHD3,1.0
CHRNA4,1.0
CHST5,1.0
CLDN8,1.0
CNGA2,1.0
CNTLN,1.0
CRIPAK,1.0
CRX,1.0
CRYBA2,1.0
CTNNA2,1.0
CYSLTR2,1.0
DAPK1,1.0
DBR1,1.0
DCAF13,1.0
DDX10,1.0
DKC1,1.0
DLGAP2,1.0
DLL4,1.0
DNAH12,1.0
DNASE2,1.0
DPH2,1.0
DTD2,1.0
E2F4,1.0
E2F8,1.0
ECI2,1.0
ECT2L,1.0
EDAR,1.0
EDNRB,1.0
EEF1A1,1.0
EFCAB3,1.0
EID3,1.0
EIF3A,1.0
EIF4G1,1.0
ELL,1.0
ENO1,1.0
ERBB4,1.0
ETV3,1.0
ETV4,1.0
F13B,1.0
FAM129B,1.0
FAM162B,1.0
FAM90A1,1.0
FASN,1.0
FFAR2,1.0
FGFR2,1.0
FILIP1,1.0
FMO4,1.0
FOXA1,1.0
FOXP1,1.0
FRG1,1.0
FYCO1,1.0
FZD9,1.0
GALNS,1.0
GALNT18,1.0
GAS6,1.0
GBF1,1.0
GBP4,1.0
GIMAP8,1.0
GLTSCR1L,1.0
GLUD2,1.0
