,0
AARS,1.0
ACOT12,1.0
ACVR2A,1.0
ADAM18,1.0
ADAM29,1.0
ADAMTS16,1.0
ADO,1.0
ADPRHL2,1.0
AFF4,1.0
AGAP7P,1.0
AGL,1.0
AKR1C2,1.0
ALPPL2,1.0
AMBN,1.0
AMDHD1,1.0
ANKRD36,1.0
ANKRD36C,1.0
ANKRD55,1.0
AP3S1,1.0
APAF1,1.0
APBB1,1.0
ARHGAP26,1.0
ASPSCR1,1.0
ASZ1,1.0
ATP10A,1.0
ATP2B3,1.0
ATP4A,1.0
ATP8B3,1.0
B3GNT6,1.0
BAP1,1.0
BHMT,1.0
BMX,1.0
C11ORF53,1.0
C17ORF97,1.0
C1ORF106,1.0
C2ORF81,1.0
C6ORF222,1.0
CACHD1,1.0
CAMSAP3,1.0
CBFB,1.0
CCDC102A,1.0
CCER1,1.0
CD1B,1.0
CD1D,1.0
CDR1,1.0
CEACAM7,1.0
CEBPA,1.0
CELA3A,1.0
CEMIP,1.0
CHST5,1.0
CLCA4,1.0
CLCNKA,1.0
CNGA2,1.0
CNTNAP2,1.0
COL3A1,1.0
COL5A1,1.0
CORO1B,1.0
CRIPAK,1.0
CRYBA2,1.0
CTNNB1,1.0
CYP11A1,1.0
CYP2A6,1.0
DBR1,1.0
DEPDC5,1.0
DHX30,1.0
DIAPH3,1.0
DLL4,1.0
DNAH1,1.0
DNASE2,1.0
DTNA,1.0
E2F8,1.0
ECI2,1.0
ECT2L,1.0
EDAR,1.0
EDNRB,1.0
EID3,1.0
EIF1AX,1.0
EIF3A,1.0
ELF4,1.0
ELL,1.0
ENO1,1.0
EPAS1,1.0
ERCC2,1.0
ERG,1.0
ESPN,1.0
ETV4,1.0
EZH1,1.0
FAAH2,1.0
FAM160B2,1.0
FAM162B,1.0
FAM171A1,1.0
FAM171B,1.0
FAM208A,1.0
FBXW7,1.0
FCN1,1.0
FCRL4,1.0
FFAR2,1.0
FMO4,1.0
FMR1NB,1.0
FNDC1,1.0
FZD9,1.0
GALNS,1.0
GARS,1.0
GLTSCR1L,1.0
GLUD2,1.0
GLYATL2,1.0
GNAQ,1.0
GPR87,1.0
GRIN2B,1.0
HEPACAM2,1.0
HHAT,1.0
HNRNPA2B1,1.0
HRAS,1.0
HRC,1.0
HSPA1L,1.0
IDH2,1.0
IFI16,1.0
IL1R1,1.0
IL1RAPL2,1.0
IMPG2,1.0
ITGA5,1.0
JAK2,1.0
KAT6B,1.0
KBTBD13,1.0
KCNU1,1.0
KCNV2,1.0
KDM6A,1.0
KEAP1,1.0
KIAA0319,1.0
KIAA0430,1.0
KIF3C,1.0
KLHL23,1.0
