,0
ABHD10,1.0
ACP6,1.0
ADGB,1.0
ADO,1.0
AFF4,1.0
AKR1C2,1.0
ALOX12B,1.0
AMDHD1,1.0
ANP32E,1.0
ANXA13,1.0
ARHGAP26,1.0
ARHGEF2,1.0
ARL6,1.0
ASPSCR1,1.0
B4GALNT2,1.0
BHMT,1.0
C11ORF53,1.0
C1ORF106,1.0
C2ORF81,1.0
C4BPA,1.0
C6ORF10,1.0
C6ORF222,1.0
CACNA2D1,1.0
CCND1,1.0
CD209,1.0
CDKN1A,1.0
CEBPA,1.0
CHEK2,1.0
CLDN8,1.0
CTAG2,1.0
DCAF12L1,1.0
DNASE2,1.0
DNMT1,1.0
DOK2,1.0
DPH2,1.0
DTD2,1.0
EEF1A1,1.0
EIF1AX,1.0
ELF4,1.0
EOMES,1.0
ETV3,1.0
F2,1.0
FAM109A,1.0
FAM162B,1.0
FAM171A1,1.0
FAM65B,1.0
FCRL4,1.0
FLI1,1.0
FMO4,1.0
GALNS,1.0
GDPD2,1.0
GOLGA6L2,1.0
GPR101,1.0
GPR37,1.0
GPRIN1,1.0
GTPBP4,1.0
HNRNPA2B1,1.0
IDUA,1.0
IFNW1,1.0
IL1R1,1.0
KANK3,1.0
KBTBD13,1.0
KCNJ3,1.0
KCNK5,1.0
KLHL23,1.0
KLRK1,1.0
KPNA5,1.0
KRTAP1.3,1.0
KRTAP1.5,1.0
KRTAP5.1,1.0
KRTAP5.5,1.0
LOXHD1,1.0
LTBP3,1.0
MAFA,1.0
MAGEB3,1.0
MAPK1,1.0
MAPK14,1.0
MLLT3,1.0
MMP11,1.0
MSS51,1.0
MTA2,1.0
MTMR8,1.0
MUC12,1.0
MYB,1.0
MYC,1.0
NAB2,1.0
NF2,1.0
NFE2L2,1.0
NKX2.2,1.0
NPSR1,1.0
NRAS,1.0
NUCB1,1.0
OBP2B,1.0
OR10H5,1.0
OR11H1,1.0
OR2M3,1.0
OR4A16,1.0
OR4C16,1.0
OR4C5,1.0
OR4K13,1.0
OR5T2,1.0
OR8D1,1.0
OR8K3,1.0
OTOL1,1.0
PAK3,1.0
PARD6B,1.0
PCDHA6,1.0
PCDHB16,1.0
PDK3,1.0
PGM5,1.0
PHF6,1.0
PIM1,1.0
PLA2G2E,1.0
PLA2G4A,1.0
PLCZ1,1.0
PPM1D,1.0
PPP4C,1.0
PRKD1,1.0
PTEN,1.0
PTK2B,1.0
PTPN11,1.0
R3HDML,1.0
RAD54L2,1.0
RARA,1.0
RIT1,1.0
RPUSD1,1.0
RRP36,1.0
RTN4RL2,1.0
SIGLEC12,1.0
SLC13A2,1.0
SLC17A6,1.0
SLC28A2,1.0
SOWAHA,1.0
SOX4,1.0
SOX9,1.0
SPON2,1.0
SREBF1,1.0
SRPX,1.0
TAF5,1.0
TCEB3C,1.0
TCF12,1.0
TESK1,1.0
TKTL2,1.0
TMEM189,1.0
TMEM247,1.0
TMPRSS2,1.0
TOB1,1.0
TOP3B,1.0
TOR3A,1.0
TRIM15,1.0
TULP2,1.0
UBASH3A,1.0
UGT2B7,1.0
VCAM1,1.0
VCP,1.0
VEGFC,1.0
VHL,1.0
WDFY4,1.0
WDR81,1.0
WNK3,1.0
WT1,1.0
ZBTB18,1.0
ZDHHC11,1.0
ZFPM1,1.0
ZMYM1,1.0
ZNF211,1.0
ZNF331,1.0
ZNF384,1.0
ZNF630,1.0
ZNF804B,1.0
ZSCAN5B,1.0
BAGE.n,1.0
BAGE3.n-BAGE4.n-BAGE5.n,1.0
CDKN2B.p,1.0
FLJ36000.n,1.0
KCNJ18.n,1.0
NKX2.1.n,1.0
RNU86.n,1.0
SELO.n,1.0
